SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Emakumea,CRISTINA,IBAÑEZ,34.0,Gaztea,5.0,175.0,70.33,Erdikoa,Estatikoa,Crack
Emakumea,JUANA,CRESPO,31.0,Gaztea,7.0,165.0,70.84,Aurreratua,Estatikoa,Mono
Gizona,RUBEN,IBAÑEZ,34.0,Gaztea,3.0,180.0,72.23,Aurreratua,Dinamikoa,Pinch
Gizona,SERGIO,LORENZO,31.0,Gaztea,7.0,169.0,89.35,Aurreratua,Dinamikoa,Sloper
Emakumea,AINARA,GONZALEZ,29.0,Gaztea,0.0,155.0,57.19,Hasiberria,Nahasia,Sloper
Emakumea,MARIA JESUS,ROMAN,32.0,Gaztea,1.0,170.0,64.58,Hasiberria,Nahasia,Mono
Emakumea,ROSA MARIA,MARQUEZ,20.0,Nerabea,8.0,146.0,57.85,Aurreratua,Dinamikoa,Pinch
Gizona,SANTIAGO,LOZANO,20.0,Nerabea,4.0,164.0,65.37,Profesionala,Estatikoa,Mono
Emakumea,CARMEN,VICENTE,23.0,Gaztea,1.0,180.0,78.6,Hasiberria,Nahasia,Pinch
Emakumea,MARIA PILAR,GARRIDO,49.0,Heldua,39.0,164.0,77.25,Erdikoa,Nahasia,Jug
Emakumea,NEREA,BENITEZ,34.0,Gaztea,5.0,160.0,77.36,Aurreratua,Estatikoa,Volume
Gizona,MIKEL,SANTIAGO,44.0,Heldua,5.0,180.0,88.87,Profesionala,Dinamikoa,Crimp
Emakumea,LEIRE,GUTIERREZ,25.0,Gaztea,8.0,169.0,70.29,Erdikoa,Nahasia,Pocket
Emakumea,ROSA,PEREZ,53.0,Heldua,0.0,162.0,65.78,Hasiberria,Estatikoa,Mono
Gizona,ANGEL,RODRIGUEZ,26.0,Gaztea,4.0,170.0,72.13,Hasiberria,Nahasia,Volume
Emakumea,MARIA JOSEFA,CASTILLO,26.0,Gaztea,0.0,160.0,76.97,Hasiberria,Estatikoa,Pinch
Gizona,CARLOS,MOYA,21.0,Gaztea,1.0,161.0,87.68,Hasiberria,Estatikoa,Edge
Emakumea,ELENA,MARIN,16.0,Nerabea,0.0,167.0,58.99,Hasiberria,Nahasia,Crimp
Gizona,DANIEL,HERRERO,16.0,Nerabea,5.0,160.0,63.55,Aurreratua,Estatikoa,Volume
Gizona,FRANCISCO,GONZALEZ,14.0,Nerabea,2.0,165.0,67.66,Aurreratua,Estatikoa,Mono
Emakumea,MANUELA,FERRER,16.0,Nerabea,0.0,163.0,60.58,Hasiberria,Nahasia,Edge
Emakumea,MARIA PILAR,ALONSO,17.0,Nerabea,1.0,154.0,48.33,Hasiberria,Dinamikoa,Jug
Emakumea,NEREA,PEREZ,28.0,Gaztea,5.0,175.0,65.65,Erdikoa,Dinamikoa,Pinch
Emakumea,LEIRE,DELGADO,42.0,Heldua,5.0,169.0,80.14,Erdikoa,Dinamikoa,Mono
Gizona,IKER,CANO,25.0,Gaztea,3.0,195.0,63.75,Erdikoa,Dinamikoa,Edge
Emakumea,CARMEN,LEON,16.0,Nerabea,12.0,155.0,73.94,Aurreratua,Nahasia,Jug
Emakumea,CONCEPCION,SANTIAGO,26.0,Gaztea,9.0,165.0,70.35,Aurreratua,Nahasia,Pinch
Gizona,ALEJANDRO,FERNANDEZ,35.0,Gaztea,28.0,179.0,71.73,Profesionala,Nahasia,Sloper
Emakumea,MARIA JOSE,FERRER,35.0,Gaztea,25.0,172.0,75.24,Aurreratua,Dinamikoa,Sloper
Emakumea,JUNE,PASTOR,18.0,Nerabea,1.0,153.0,74.6,Hasiberria,Nahasia,Pinch
Gizona,JOSE MIGUEL,IGLESIAS,23.0,Gaztea,3.0,170.0,75.06,Erdikoa,Estatikoa,Jug
Gizona,JAVIER,TORRES,37.0,Heldua,1.0,176.0,75.39,Hasiberria,Nahasia,Pinch
Emakumea,LAURA,MEDINA,54.0,Heldua,7.0,160.0,71.25,Aurreratua,Estatikoa,Jug
Emakumea,ROCIO,ROMAN,50.0,Heldua,2.0,160.0,70.93,Erdikoa,Dinamikoa,Edge
Gizona,MIKEL,MEDINA,53.0,Heldua,3.0,161.0,81.66,Erdikoa,Dinamikoa,Sloper
Gizona,JUAN,MOYA,15.0,Nerabea,12.0,171.0,58.63,Aurreratua,Nahasia,Edge
Gizona,DANIEL,CABALLERO,24.0,Gaztea,8.0,184.0,66.95,Aurreratua,Dinamikoa,Edge
Gizona,EMILIO,HIDALGO,28.0,Gaztea,4.0,170.0,67.45,Aurreratua,Nahasia,Mono
Gizona,ANTONIO,GONZALEZ,23.0,Gaztea,3.0,177.0,64.44,Aurreratua,Dinamikoa,Jug
Emakumea,CONCEPCION,SOTO,34.0,Gaztea,9.0,161.0,61.55,Erdikoa,Nahasia,Jug
Gizona,OIER,MORENO,17.0,Nerabea,4.0,172.0,61.15,Aurreratua,Estatikoa,Sloper
Gizona,JOSE IGNACIO,SANTANA,21.0,Gaztea,4.0,162.0,84.46,Aurreratua,Dinamikoa,Mono
Gizona,RAUL,CARRASCO,49.0,Heldua,9.0,179.0,84.12,Aurreratua,Dinamikoa,Sloper
Gizona,JUAN CARLOS,MARQUEZ,38.0,Heldua,24.0,175.0,79.93,Aurreratua,Nahasia,Jug
Gizona,JOSE ANTONIO,SANCHEZ,14.0,Nerabea,2.0,171.0,64.44,Aurreratua,Dinamikoa,Crimp
Gizona,PEDRO,CABALLERO,15.0,Nerabea,0.0,180.0,67.47,Hasiberria,Dinamikoa,Jug
Emakumea,MARIA,CANO,26.0,Gaztea,1.0,162.0,80.06,Hasiberria,Dinamikoa,Sloper
Gizona,JOSE MANUEL,LORENZO,20.0,Nerabea,3.0,167.0,68.02,Aurreratua,Dinamikoa,Jug
Gizona,MIGUEL ANGEL,MARTIN,14.0,Nerabea,6.0,170.0,68.13,Aurreratua,Estatikoa,Pinch
Emakumea,MANUELA,DIAZ,19.0,Nerabea,8.0,169.0,48.87,Profesionala,Estatikoa,Pinch
Gizona,JUAN CARLOS,VIDAL,22.0,Gaztea,4.0,176.0,85.65,Erdikoa,Estatikoa,Pinch
Emakumea,JUNE,CARMONA,25.0,Gaztea,2.0,161.0,75.17,Erdikoa,Estatikoa,Jug
Gizona,OIER,CASTRO,52.0,Heldua,0.0,180.0,78.71,Hasiberria,Estatikoa,Edge
Gizona,JOSE ANTONIO,ROMAN,29.0,Gaztea,10.0,186.0,77.82,Aurreratua,Dinamikoa,Mono
Emakumea,BEATRIZ,GALLARDO,33.0,Gaztea,0.0,166.0,84.52,Hasiberria,Nahasia,Pinch
Gizona,RAFAEL,SOTO,19.0,Nerabea,6.0,174.0,57.24,Profesionala,Nahasia,Crack
Gizona,FERNANDO,DIAZ,28.0,Gaztea,22.0,182.0,64.79,Aurreratua,Nahasia,Sloper
Emakumea,MANUELA,MARTIN,29.0,Gaztea,5.0,169.0,55.74,Erdikoa,Estatikoa,Jug
Emakumea,MARIA CONCEPCION,ROMERO,26.0,Gaztea,6.0,169.0,76.9,Elitea,Nahasia,Crimp
Gizona,JOSE,NAVARRO,22.0,Gaztea,5.0,170.0,69.73,Erdikoa,Nahasia,Sloper
Gizona,MIKEL,HERRERA,27.0,Gaztea,20.0,182.0,73.14,Profesionala,Nahasia,Volume
Gizona,IVAN,DELGADO,24.0,Gaztea,12.0,176.0,83.45,Aurreratua,Dinamikoa,Mono
Emakumea,ALICIA,ROJAS,14.0,Nerabea,2.0,155.0,57.56,Aurreratua,Nahasia,Pinch
Emakumea,MARIA CARMEN,FERNANDEZ,21.0,Gaztea,6.0,160.0,64.31,Elitea,Estatikoa,Sloper
Gizona,JULEN,RUIZ,33.0,Gaztea,7.0,181.0,80.18,Aurreratua,Estatikoa,Jug
Gizona,JOSE ANTONIO,SUAREZ,30.0,Gaztea,2.0,172.0,62.09,Aurreratua,Estatikoa,Crimp
Emakumea,MARIA ANGELES,HIDALGO,21.0,Gaztea,3.0,163.0,75.4,Erdikoa,Estatikoa,Pinch
Gizona,SERGIO,PRIETO,33.0,Gaztea,8.0,176.0,75.38,Aurreratua,Estatikoa,Jug
Emakumea,ANTONIA,NUÑEZ,52.0,Heldua,9.0,172.0,79.18,Aurreratua,Estatikoa,Mono
Emakumea,ROSARIO,GUTIERREZ,28.0,Gaztea,7.0,174.0,76.39,Aurreratua,Dinamikoa,Sloper
Emakumea,ANA ISABEL,MOYA,28.0,Gaztea,2.0,159.0,79.58,Profesionala,Dinamikoa,Crimp
Gizona,JUAN JOSE,MENDEZ,19.0,Nerabea,5.0,173.0,64.83,Erdikoa,Dinamikoa,Pinch
Gizona,PEDRO,VARGAS,23.0,Gaztea,7.0,182.0,76.27,Aurreratua,Dinamikoa,Pinch
Gizona,JORGE,GOMEZ,54.0,Heldua,9.0,173.0,85.3,Aurreratua,Dinamikoa,Mono
Gizona,DAVID,RUIZ,27.0,Gaztea,8.0,182.0,73.61,Profesionala,Nahasia,Sloper
Emakumea,LAURA,VELASCO,19.0,Nerabea,8.0,161.0,51.2,Erdikoa,Nahasia,Edge
Gizona,IVAN,VAZQUEZ,21.0,Gaztea,4.0,185.0,86.47,Erdikoa,Estatikoa,Crimp
Emakumea,MARIA ANGELES,GARCIA,16.0,Nerabea,3.0,165.0,73.83,Erdikoa,Dinamikoa,Crimp
Gizona,FRANCISCO,MARTIN,16.0,Nerabea,3.0,167.0,74.43,Erdikoa,Nahasia,Volume
Gizona,JUAN JOSE,LOPEZ,23.0,Gaztea,3.0,184.0,87.56,Erdikoa,Dinamikoa,Jug
Gizona,ALVARO,MOLINA,49.0,Heldua,6.0,178.0,76.81,Erdikoa,Estatikoa,Sloper
Gizona,DAVID,MOLINA,18.0,Nerabea,0.0,171.0,50.54,Hasiberria,Estatikoa,Jug
Gizona,IKER,GARRIDO,42.0,Heldua,10.0,187.0,79.62,Aurreratua,Nahasia,Sloper
Emakumea,PAULA,MORENO,17.0,Nerabea,4.0,149.0,56.97,Erdikoa,Nahasia,Crimp
Gizona,MIGUEL ANGEL,NIETO,18.0,Nerabea,15.0,174.0,58.46,Profesionala,Dinamikoa,Edge
Emakumea,MARIA JESUS,BRAVO,33.0,Gaztea,27.0,166.0,69.44,Aurreratua,Estatikoa,Crack
Gizona,JUAN,MONTERO,21.0,Gaztea,10.0,177.0,79.86,Aurreratua,Dinamikoa,Jug
Emakumea,ENCARNACION,SOLER,14.0,Nerabea,2.0,159.0,72.99,Aurreratua,Estatikoa,Crimp
Emakumea,MARIA JESUS,NAVARRO,27.0,Gaztea,7.0,171.0,82.05,Aurreratua,Nahasia,Crimp
Gizona,IGNACIO,MOLINA,17.0,Nerabea,0.0,179.0,62.73,Hasiberria,Dinamikoa,Pinch
Gizona,JOSE,PEREZ,24.0,Gaztea,2.0,183.0,70.54,Erdikoa,Dinamikoa,Volume
Emakumea,MARIA ISABEL,GALLARDO,15.0,Nerabea,1.0,167.0,55.2,Hasiberria,Nahasia,Edge
Emakumea,CARMEN,HERNANDEZ,33.0,Gaztea,4.0,174.0,58.1,Aurreratua,Nahasia,Pinch
Emakumea,ANGELA,ARIAS,20.0,Nerabea,5.0,166.0,54.04,Aurreratua,Dinamikoa,Crimp
Emakumea,IZASKUN,GARRIDO,18.0,Nerabea,7.0,159.0,63.87,Aurreratua,Nahasia,Jug
Gizona,UNAI,ROMAN,41.0,Heldua,3.0,180.0,81.23,Erdikoa,Nahasia,Pinch
Gizona,RUBEN,ROMERO,30.0,Gaztea,10.0,172.0,68.42,Aurreratua,Estatikoa,Pinch
Gizona,GORKA,MORALES,25.0,Gaztea,7.0,163.0,74.95,Aurreratua,Estatikoa,Edge
Gizona,JOSE MANUEL,FUENTES,21.0,Gaztea,7.0,184.0,77.46,Aurreratua,Dinamikoa,Volume
Gizona,VICENTE,CASTRO,16.0,Nerabea,5.0,185.0,58.0,Erdikoa,Estatikoa,Crimp
Gizona,JORGE,RUIZ,19.0,Nerabea,1.0,165.0,75.06,Hasiberria,Estatikoa,Sloper
Emakumea,MARIA JOSEFA,RUIZ,25.0,Gaztea,0.0,158.0,59.17,Hasiberria,Estatikoa,Pinch
Gizona,JESUS MARIA,RUIZ,27.0,Gaztea,2.0,183.0,79.58,Erdikoa,Nahasia,Crimp
Emakumea,CONCEPCION,GUTIERREZ,19.0,Nerabea,8.0,159.0,52.01,Aurreratua,Dinamikoa,Edge
Emakumea,MERCEDES,NAVARRO,21.0,Gaztea,5.0,160.0,73.97,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA JESUS,RIVERA,32.0,Gaztea,3.0,155.0,74.09,Aurreratua,Estatikoa,Edge
Gizona,JOSE MARIA,SAEZ,26.0,Gaztea,3.0,193.0,82.97,Erdikoa,Estatikoa,Pinch
Emakumea,ANDREA,MEDINA,22.0,Gaztea,5.0,167.0,58.55,Erdikoa,Nahasia,Sloper
Gizona,JOSE RAMON,VIDAL,32.0,Gaztea,2.0,191.0,71.75,Aurreratua,Estatikoa,Crack
Emakumea,RAQUEL,GUERRERO,17.0,Nerabea,4.0,162.0,60.56,Erdikoa,Nahasia,Jug
Gizona,FERNANDO,GARCIA,30.0,Gaztea,10.0,176.0,89.36,Erdikoa,Nahasia,Crimp
Emakumea,ANA MARIA,DIEZ,33.0,Gaztea,1.0,160.0,58.61,Hasiberria,Nahasia,Crimp
Gizona,JOSE ANTONIO,RUIZ,20.0,Nerabea,4.0,178.0,58.93,Erdikoa,Estatikoa,Crimp
Gizona,OSCAR,SAEZ,20.0,Nerabea,9.0,162.0,65.83,Aurreratua,Dinamikoa,Pocket
Emakumea,CARMEN,SANTOS,42.0,Heldua,7.0,151.0,74.39,Erdikoa,Nahasia,Mono
Gizona,LUIS,SOLER,17.0,Nerabea,1.0,173.0,77.63,Hasiberria,Nahasia,Pinch
Gizona,RAFAEL,LOPEZ,44.0,Heldua,5.0,173.0,80.87,Erdikoa,Estatikoa,Pinch
Emakumea,SONIA,SANTIAGO,45.0,Heldua,4.0,164.0,72.11,Erdikoa,Estatikoa,Sloper
Emakumea,TERESA,NAVARRO,20.0,Nerabea,0.0,155.0,47.92,Hasiberria,Estatikoa,Crimp
Emakumea,ELENA,DIEZ,34.0,Gaztea,2.0,151.0,60.69,Profesionala,Estatikoa,Sloper
Emakumea,ISABEL,MONTERO,16.0,Nerabea,7.0,145.0,58.79,Aurreratua,Estatikoa,Edge
Gizona,ADRIAN,PEÑA,16.0,Nerabea,13.0,167.0,63.51,Aurreratua,Estatikoa,Jug
Gizona,EDUARDO,SERRANO,26.0,Gaztea,1.0,189.0,74.56,Erdikoa,Nahasia,Crimp
Gizona,JOSE,MOYA,51.0,Heldua,4.0,174.0,70.57,Erdikoa,Estatikoa,Crimp
Gizona,CARLOS,PARRA,24.0,Gaztea,10.0,175.0,65.65,Erdikoa,Nahasia,Mono
Emakumea,ROSA MARIA,RAMOS,33.0,Gaztea,2.0,160.0,78.94,Erdikoa,Nahasia,Crimp
Emakumea,MERCEDES,RUIZ,26.0,Gaztea,4.0,150.0,71.69,Aurreratua,Estatikoa,Jug
Gizona,JON,SANTANA,40.0,Heldua,2.0,161.0,78.44,Aurreratua,Nahasia,Sloper
Gizona,IVAN,GALLARDO,33.0,Gaztea,1.0,188.0,78.3,Erdikoa,Estatikoa,Volume
Gizona,JOAQUIN,FERRER,16.0,Nerabea,7.0,165.0,69.5,Aurreratua,Dinamikoa,Pinch
Gizona,FERNANDO,MORA,21.0,Gaztea,7.0,194.0,64.18,Aurreratua,Estatikoa,Jug
Gizona,JOSE ANTONIO,LOZANO,41.0,Heldua,3.0,177.0,79.45,Hasiberria,Estatikoa,Sloper
Gizona,GORKA,IGLESIAS,22.0,Gaztea,2.0,174.0,71.68,Erdikoa,Estatikoa,Sloper
Gizona,JOSE IGNACIO,VARGAS,20.0,Nerabea,8.0,172.0,57.23,Aurreratua,Nahasia,Sloper
Emakumea,MARIA JOSE,VICENTE,17.0,Nerabea,5.0,162.0,54.6,Aurreratua,Dinamikoa,Sloper
Gizona,JORGE,SANCHEZ,28.0,Gaztea,3.0,182.0,75.61,Hasiberria,Dinamikoa,Sloper
Emakumea,MARTA,SANCHEZ,26.0,Gaztea,9.0,167.0,69.02,Aurreratua,Nahasia,Sloper
Gizona,ALVARO,ROJAS,21.0,Gaztea,2.0,185.0,69.34,Profesionala,Estatikoa,Pinch
Emakumea,MERCEDES,HERNANDEZ,19.0,Nerabea,9.0,162.0,59.33,Aurreratua,Estatikoa,Pinch
Emakumea,ANGELA,VIDAL,20.0,Nerabea,2.0,156.0,72.48,Erdikoa,Dinamikoa,Pinch
Gizona,RUBEN,CRUZ,51.0,Heldua,2.0,181.0,80.93,Aurreratua,Dinamikoa,Crimp
Gizona,FERNANDO,AGUILAR,31.0,Gaztea,1.0,183.0,70.56,Erdikoa,Nahasia,Pinch
Gizona,SANTIAGO,ORTIZ,17.0,Nerabea,4.0,161.0,69.6,Erdikoa,Estatikoa,Pinch
Gizona,OIER,BLANCO,21.0,Gaztea,5.0,172.0,63.02,Aurreratua,Estatikoa,Pinch
Gizona,MIKEL,IGLESIAS,30.0,Gaztea,9.0,171.0,68.34,Aurreratua,Estatikoa,Pinch
Gizona,JUAN,CASTILLO,23.0,Gaztea,4.0,191.0,66.94,Profesionala,Dinamikoa,Crimp
Emakumea,CRISTINA,REYES,37.0,Heldua,30.0,164.0,74.53,Aurreratua,Nahasia,Volume
Emakumea,NURIA,MENDEZ,17.0,Nerabea,1.0,158.0,56.83,Hasiberria,Nahasia,Pocket
Gizona,FERNANDO,LOZANO,34.0,Gaztea,2.0,172.0,84.93,Erdikoa,Estatikoa,Crimp
Gizona,JOSE LUIS,ORTIZ,16.0,Nerabea,4.0,164.0,71.49,Aurreratua,Estatikoa,Pinch
Emakumea,JULIA,GALLEGO,49.0,Heldua,1.0,163.0,77.59,Hasiberria,Nahasia,Crimp
Emakumea,PILAR,MARQUEZ,30.0,Gaztea,6.0,162.0,72.67,Aurreratua,Estatikoa,Edge
Gizona,EMILIO,MOLINA,45.0,Heldua,30.0,170.0,88.49,Profesionala,Nahasia,Crimp
Emakumea,MARIA CONCEPCION,MUÑOZ,15.0,Nerabea,4.0,170.0,46.03,Aurreratua,Nahasia,Volume
Gizona,ROBERTO,DIEZ,35.0,Gaztea,7.0,181.0,60.38,Elitea,Dinamikoa,Sloper
Emakumea,MARIA NIEVES,RUBIO,16.0,Nerabea,12.0,169.0,59.29,Elitea,Dinamikoa,Sloper
Gizona,ALBERTO,ALONSO,24.0,Gaztea,9.0,181.0,74.13,Elitea,Estatikoa,Pocket
Emakumea,AINARA,DIEZ,16.0,Nerabea,8.0,157.0,51.68,Profesionala,Estatikoa,Pocket
Gizona,ADRIAN,MORENO,32.0,Gaztea,10.0,178.0,82.74,Aurreratua,Dinamikoa,Pinch
Emakumea,CARMEN,GALLEGO,26.0,Gaztea,6.0,170.0,69.8,Erdikoa,Dinamikoa,Pinch
Emakumea,MARIA LLANOS,GARCIA,18.0,Nerabea,2.0,161.0,60.74,Erdikoa,Nahasia,Crimp
Gizona,OIER,ROMAN,18.0,Nerabea,4.0,174.0,58.44,Aurreratua,Dinamikoa,Sloper
Emakumea,LEIRE,PARRA,27.0,Gaztea,5.0,156.0,61.17,Erdikoa,Estatikoa,Sloper
Emakumea,ESTIBALIZ,PEREZ,21.0,Gaztea,7.0,162.0,64.62,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA,RAMOS,25.0,Gaztea,4.0,165.0,71.36,Erdikoa,Estatikoa,Pinch
Gizona,UNAI,MARIN,30.0,Gaztea,22.0,176.0,79.0,Aurreratua,Nahasia,Mono
Gizona,UNAI,FERNANDEZ,28.0,Gaztea,4.0,179.0,69.77,Erdikoa,Dinamikoa,Crack
Gizona,ENEKO,ROJAS,22.0,Gaztea,7.0,165.0,69.8,Profesionala,Dinamikoa,Sloper
Emakumea,RAQUEL,MOLINA,27.0,Gaztea,9.0,153.0,55.14,Aurreratua,Dinamikoa,Edge
Gizona,JUAN MANUEL,CANO,19.0,Nerabea,0.0,160.0,50.85,Hasiberria,Dinamikoa,Crimp
Emakumea,ENCARNACION,MORENO,25.0,Gaztea,10.0,160.0,61.21,Aurreratua,Estatikoa,Pinch
Emakumea,MARIA CARMEN,SANCHEZ,19.0,Nerabea,9.0,170.0,61.21,Aurreratua,Dinamikoa,Crimp
Gizona,FERNANDO,LORENZO,15.0,Nerabea,5.0,166.0,74.88,Hasiberria,Nahasia,Crack
Gizona,FERNANDO,CORTES,22.0,Gaztea,1.0,165.0,75.55,Hasiberria,Dinamikoa,Pinch
Gizona,IGNACIO,ROMAN,18.0,Nerabea,14.0,176.0,67.69,Profesionala,Dinamikoa,Jug
Emakumea,MONICA,LOZANO,31.0,Gaztea,1.0,177.0,69.68,Hasiberria,Dinamikoa,Pinch
Emakumea,ANDREA,REYES,29.0,Gaztea,5.0,166.0,72.99,Erdikoa,Dinamikoa,Pinch
Gizona,DANIEL,CABALLERO,19.0,Nerabea,6.0,165.0,53.42,Profesionala,Estatikoa,Jug
Gizona,JAVIER,PASCUAL,17.0,Nerabea,13.0,172.0,59.65,Aurreratua,Nahasia,Crimp
Emakumea,ROSA MARIA,BENITEZ,29.0,Gaztea,7.0,169.0,64.12,Aurreratua,Estatikoa,Crimp
Gizona,OIER,LORENZO,19.0,Nerabea,9.0,175.0,51.77,Aurreratua,Estatikoa,Crimp
Gizona,IÑIGO,MARIN,25.0,Gaztea,3.0,185.0,71.6,Aurreratua,Dinamikoa,Pinch
Gizona,SANTIAGO,RUBIO,33.0,Gaztea,8.0,186.0,72.62,Profesionala,Estatikoa,Pinch
Emakumea,BEGOÑA,MOLINA,49.0,Heldua,0.0,173.0,68.36,Hasiberria,Dinamikoa,Sloper
Emakumea,ANA,MORA,22.0,Gaztea,0.0,160.0,68.25,Hasiberria,Estatikoa,Edge
Gizona,DANIEL,ROJAS,46.0,Heldua,5.0,169.0,78.44,Profesionala,Dinamikoa,Pinch
Gizona,FRANCISCO JOSE,DOMINGUEZ,18.0,Nerabea,1.0,171.0,79.4,Hasiberria,Nahasia,Crimp
Gizona,MIGUEL,GIL,17.0,Nerabea,5.0,172.0,56.09,Erdikoa,Estatikoa,Pinch
Gizona,ALFONSO,IBAÑEZ,23.0,Gaztea,7.0,189.0,75.45,Erdikoa,Estatikoa,Crimp
Gizona,SERGIO,PASCUAL,28.0,Gaztea,21.0,172.0,67.64,Profesionala,Estatikoa,Jug
Emakumea,SARA,MENDEZ,42.0,Heldua,6.0,165.0,80.53,Aurreratua,Nahasia,Edge
Emakumea,MARIA CARMEN,RODRIGUEZ,17.0,Nerabea,1.0,152.0,63.75,Aurreratua,Nahasia,Edge
Emakumea,CARMEN,GOMEZ,28.0,Gaztea,10.0,164.0,74.1,Erdikoa,Dinamikoa,Pinch
Gizona,JOSE LUIS,GUTIERREZ,23.0,Gaztea,7.0,170.0,60.15,Aurreratua,Estatikoa,Edge
Gizona,OSCAR,LOPEZ,33.0,Gaztea,8.0,168.0,67.65,Aurreratua,Nahasia,Sloper
Gizona,ALBERTO,GALLARDO,36.0,Heldua,4.0,181.0,70.82,Erdikoa,Estatikoa,Mono
Emakumea,IRATXE,LOZANO,15.0,Nerabea,0.0,148.0,49.74,Erdikoa,Nahasia,Sloper
Gizona,PABLO,RAMIREZ,36.0,Heldua,7.0,164.0,79.75,Erdikoa,Nahasia,Jug
Gizona,XABIER,ROMERO,30.0,Gaztea,8.0,184.0,61.49,Aurreratua,Dinamikoa,Edge
Gizona,JOAQUIN,CARMONA,15.0,Nerabea,6.0,165.0,58.73,Profesionala,Estatikoa,Sloper
Emakumea,ELENA,MOLINA,27.0,Gaztea,6.0,163.0,58.07,Elitea,Dinamikoa,Sloper
Emakumea,ROSA MARIA,HIDALGO,23.0,Gaztea,2.0,161.0,62.68,Profesionala,Dinamikoa,Crimp
Emakumea,LUCIA,SANTOS,48.0,Heldua,10.0,157.0,78.52,Profesionala,Nahasia,Mono
Gizona,MIGUEL,MUÑOZ,21.0,Gaztea,10.0,176.0,77.27,Elitea,Dinamikoa,Crimp
Gizona,EDUARDO,LOZANO,18.0,Nerabea,5.0,175.0,77.65,Aurreratua,Dinamikoa,Mono
Gizona,JESUS MARIA,SANTIAGO,30.0,Gaztea,0.0,167.0,86.37,Hasiberria,Estatikoa,Jug
Gizona,MIGUEL,FUENTES,24.0,Gaztea,0.0,172.0,74.7,Hasiberria,Dinamikoa,Crimp
Gizona,MARKEL,BENITEZ,18.0,Nerabea,9.0,165.0,68.91,Aurreratua,Nahasia,Jug
Gizona,EDUARDO,GARRIDO,23.0,Gaztea,16.0,172.0,89.57,Profesionala,Dinamikoa,Sloper
Emakumea,ELENA,GALLEGO,33.0,Gaztea,4.0,170.0,72.31,Aurreratua,Estatikoa,Crimp
Emakumea,MARIA LLANOS,AGUILAR,55.0,Heldua,2.0,157.0,79.23,Aurreratua,Dinamikoa,Pocket
Gizona,ADRIAN,IBAÑEZ,21.0,Gaztea,0.0,170.0,70.72,Hasiberria,Estatikoa,Jug
Emakumea,MARIA,CABRERA,20.0,Nerabea,9.0,158.0,70.65,Aurreratua,Dinamikoa,Pinch
Gizona,ALEJANDRO,MONTERO,38.0,Heldua,2.0,174.0,79.44,Aurreratua,Nahasia,Mono
Emakumea,ANTONIA,SERRANO,27.0,Gaztea,1.0,168.0,63.96,Erdikoa,Dinamikoa,Pinch
Emakumea,NURIA,VARGAS,33.0,Gaztea,6.0,168.0,71.89,Aurreratua,Estatikoa,Edge
Emakumea,MARIA JESUS,SANZ,22.0,Gaztea,0.0,171.0,73.46,Erdikoa,Nahasia,Pocket
Gizona,GORKA,SERRANO,35.0,Gaztea,8.0,163.0,87.22,Elitea,Estatikoa,Pinch
Emakumea,MERCEDES,NUÑEZ,44.0,Heldua,5.0,164.0,75.71,Aurreratua,Dinamikoa,Sloper
Gizona,JULIAN,DOMINGUEZ,15.0,Nerabea,6.0,161.0,58.28,Aurreratua,Dinamikoa,Crimp
Gizona,ALBERTO,SANTIAGO,27.0,Gaztea,10.0,181.0,67.72,Erdikoa,Estatikoa,Pocket
Gizona,JUAN,CANO,51.0,Heldua,4.0,170.0,73.67,Erdikoa,Estatikoa,Mono
Gizona,ALVARO,CRUZ,20.0,Nerabea,10.0,162.0,68.74,Aurreratua,Dinamikoa,Crimp
Gizona,DAVID,NUÑEZ,34.0,Gaztea,10.0,191.0,74.75,Aurreratua,Dinamikoa,Crimp
Gizona,AITOR,SANCHEZ,34.0,Gaztea,10.0,166.0,79.21,Erdikoa,Nahasia,Jug
Gizona,JAVIER,DOMINGUEZ,16.0,Nerabea,0.0,164.0,57.8,Erdikoa,Estatikoa,Sloper
Emakumea,BEGOÑA,IGLESIAS,19.0,Nerabea,5.0,168.0,74.33,Aurreratua,Estatikoa,Pinch
Gizona,JOSE LUIS,PASTOR,23.0,Gaztea,3.0,185.0,75.72,Erdikoa,Nahasia,Jug
Gizona,ENRIQUE,SANZ,26.0,Gaztea,2.0,182.0,65.14,Erdikoa,Estatikoa,Pocket
Gizona,SERGIO,CARMONA,28.0,Gaztea,4.0,171.0,79.69,Erdikoa,Estatikoa,Pinch
Gizona,JOSE ANTONIO,GUTIERREZ,21.0,Gaztea,0.0,195.0,87.46,Hasiberria,Nahasia,Pinch
Gizona,JOAQUIN,DIAZ,17.0,Nerabea,1.0,166.0,72.82,Hasiberria,Estatikoa,Jug
Emakumea,MARIA TERESA,RAMOS,27.0,Gaztea,2.0,161.0,65.41,Erdikoa,Nahasia,Jug
Gizona,RAUL,MEDINA,15.0,Nerabea,7.0,174.0,51.93,Elitea,Nahasia,Edge
Emakumea,SONIA,LOPEZ,39.0,Heldua,20.0,163.0,72.89,Aurreratua,Nahasia,Jug
